"artist","song","first_app","first_year","last_app","last_year","weeks","highest_spot","lowest_spot","length_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_track_popularity"
"Young Thug","Just How It Is",2019-08-31,2019,2019-08-31,2019,1,60,60,207133,0.611,0.539,7,-10.617,1,0.411,0.0485,0,0.127,0.627,82.766,4,66
"P!nk","Just Like Fire",2016-05-07,2016,2016-10-29,2016,26,10,75,215413,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,4,71
"Ariana Grande","Just Like Magic",2020-11-14,2020,2020-11-21,2020,2,43,98,149900,0.719,0.607,8,-5.156,1,0.165,0.08,0,0.125,0.464,128.006,4,71
"Moneybagg Yo","Just Say Det",2021-05-08,2021,2021-05-08,2021,1,82,82,144032,0.855,0.576,1,-8.501,1,0.38,0.0625,0,0.213,0.324,140.022,4,65
"DJ Khaled Featuring SZA","Just Us",2019-06-01,2019,2019-08-24,2019,13,43,69,221378,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,4,72
"DJ Khaled Featuring SZA","Just Us",2019-06-01,2019,2019-08-24,2019,13,43,69,221378,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,4,73
"YoungBoy Never Broke Again","Kacey Talk",2020-08-29,2020,2021-02-06,2021,16,50,98,151248,0.877,0.607,10,-7.818,0,0.15,0.535,0,0.138,0.773,127.055,4,73
"Eminem","Kamikaze",2018-09-15,2018,2018-09-29,2018,3,16,99,216029,0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,4,73
"Lil Mosey","Kamikaze",2018-11-10,2018,2018-11-10,2018,1,97,97,139200,0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,4,79
"Lil Durk","Kanye Krazy",2021-02-13,2021,2021-02-13,2021,1,91,91,145964,0.759,0.582,5,-6.469,0,0.0808,0.0497,1.49e-06,0.096,0.366,85.498,4,61
"Queen Naija","Karma",2018-07-14,2018,2018-08-11,2018,2,63,98,176075,0.592,0.571,1,-7.132,1,0.174,0.172,0,0.106,0.424,104.95,4,69
"Logic","Keanu Reeves",2019-02-02,2019,2019-02-16,2019,3,38,91,225920,0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.134,0.799,170.13,4,78
"Drake","Keep The Family Close",2016-05-21,2016,2016-06-04,2016,2,68,85,328906,0.4,0.574,9,-7.593,0,0.0494,0.137,0,0.381,0.199,128.584,4,59
"Empire Cast Featuring Jussie Smollett","Keep Your Money",2015-02-28,2015,2015-02-28,2015,1,99,99,149293,0.74,0.761,10,-8.252,0,0.321,0.0369,1.52e-05,0.33,0.771,149.779,4,39
"Anuel AA","KEII",2020-02-22,2020,2020-02-22,2020,1,83,83,210000,0.708,0.797,0,-3.095,0,0.0391,0.4,0,0.096,0.51,88.015,4,69
"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie","KEKE",2018-01-27,2018,2018-03-17,2018,8,43,90,151914,0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,4,67
"Migos Featuring Travis Scott","Kelly Price",2017-02-18,2017,2017-02-25,2017,2,58,100,363934,0.745,0.685,4,-5.7,0,0.0313,0.53,0,0.176,0.437,121.977,4,68
"YFN Lucci Featuring Migos & Trouble","Key To The Streets",2016-10-08,2016,2017-01-21,2017,11,70,97,281986,0.768,0.687,6,-5.454,0,0.113,0.123,0,0.113,0.294,140.064,4,59
"Luke Bryan","Kick The Dust Up",2015-06-06,2015,2015-10-17,2015,20,26,99,190586,0.596,0.855,1,-2.255,1,0.0474,0.197,0,0.11,0.811,172.082,4,66
"KIDS SEE GHOSTS","KIDS SEE GHOSTS",2018-06-23,2018,2018-06-23,2018,1,73,73,245098,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,4,64
"OneRepublic","Kids",2016-10-29,2016,2016-10-29,2016,1,96,96,238386,0.591,0.73,2,-6.179,1,0.0422,0.0185,0,0.333,0.209,99.943,4,64
"6ix9ine Featuring Tory Lanez","KIKA",2018-12-08,2018,2019-01-19,2019,6,44,96,136031,0.745,0.715,1,-3.368,0,0.245,0.128,0,0.182,0.342,94.513,4,78
"Eric Church Featuring Rhiannon Giddens","Kill A Word",2016-11-26,2016,2017-04-08,2017,15,71,98,199213,0.651,0.732,2,-8.037,1,0.0381,0.0164,1.58e-06,0.0925,0.638,85.023,4,61
"Selena Gomez","Kill Em With Kindness",2016-06-18,2016,2016-09-24,2016,15,39,89,217906,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,4,65
"BLACKPINK","Kill This Love",2019-04-20,2019,2019-05-11,2019,4,41,100,189052,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4,80
"Eminem","Killshot",2018-09-29,2018,2018-11-17,2018,8,3,98,253579,0.892,0.651,0,-8.645,0,0.378,0.0989,0,0.371,0.599,105.814,4,78
"Sam Hunt","Kinfolks",2019-10-26,2019,2020-03-14,2020,21,34,87,181933,0.565,0.805,0,-4.457,1,0.0489,0.0808,0,0.173,0.869,76.04,4,76
"Kendrick Lamar","King Kunta",2015-04-04,2015,2015-06-13,2015,11,58,98,234693,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,4,75
"A Boogie Wit da Hoodie","King Of My City",2020-02-15,2020,2020-02-29,2020,3,69,99,148676,0.48,0.679,4,-6.776,0,0.264,0.452,0,0.152,0.29,81.186,5,60
"Jay Rock, Kendrick Lamar, Future & James Blake","King's Dead",2018-01-27,2018,2018-06-09,2018,20,21,99,229670,0.563,0.717,1,-5.186,1,0.337,0.000874,0,0.183,0.427,82.064,4,75
"Ava Max","Kings & Queens",2020-08-22,2020,2021-02-20,2021,27,13,76,162398,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4,84
"Eminem Featuring Gwen Stefani","Kings Never Die",2015-08-01,2015,2015-08-15,2015,2,80,96,296133,0.771,0.896,4,-5.289,0,0.129,0.0275,0,0.204,0.0593,112.505,3,67
"Dua Lipa & BLACKPINK","Kiss And Make Up",2018-11-03,2018,2018-11-03,2018,1,93,93,189173,0.678,0.729,8,-4.188,1,0.137,0.0658,0,0.303,0.643,99.895,4,81
"Rihanna","Kiss It Better",2016-04-23,2016,2016-07-09,2016,12,62,99,253080,0.62,0.826,3,-4.76,0,0.0492,0.264,0,0.0637,0.835,95.006,4,71
"Morgan Evans","Kiss Somebody",2018-07-14,2018,2018-09-01,2018,8,53,86,213183,0.57,0.684,6,-7.054,1,0.0465,0.136,0,0.205,0.531,89.012,4,68
"Michael Ray","Kiss You In The Morning",2015-06-13,2015,2015-09-12,2015,14,55,94,181400,0.557,0.909,11,-3.405,1,0.0423,0.00769,0,0.317,0.857,152.13,4,52
"Prince And The Revolution","Kiss",1986-02-22,1986,2016-05-14,2016,20,1,90,226240,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,4,74
"Drake Featuring Giggs","KMT",2017-04-08,2017,2017-04-15,2017,2,48,79,162637,0.872,0.623,1,-6.984,1,0.0446,0.0143,0.0214,0.125,0.0883,119.983,4,65
"YoungBoy Never Broke Again","Knocked Off",2020-03-07,2020,2020-03-07,2020,1,60,60,127983,0.752,0.653,6,-4.607,0,0.293,0.0647,0,0.125,0.569,165.046,4,56
"Luke Bryan","Knockin' Boots",2019-05-11,2019,2019-10-05,2019,22,31,94,199382,0.739,0.682,2,-3.728,1,0.205,0.129,0,0.328,0.634,131.983,4,76
"Luke Bryan","Knockin' Boots",2019-05-11,2019,2019-10-05,2019,22,31,94,199382,0.739,0.682,2,-3.728,1,0.205,0.129,0,0.328,0.634,131.983,4,76
"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo","Know No Better",2017-06-24,2017,2017-09-09,2017,3,87,99,225849,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,4,61
"Drake","Know Yourself",2015-03-07,2015,2015-07-18,2015,20,53,94,275840,0.735,0.41,11,-8.735,0,0.2,0.19,0,0.341,0.164,114.812,4,69
"J. Cole","KOD",2018-05-05,2018,2018-07-21,2018,12,10,84,191436,0.831,0.782,0,-6.274,1,0.15,0.21,0,0.113,0.199,141.869,4,76
"6ix9ine","Kooda",2017-12-23,2017,2018-03-10,2018,8,50,89,142582,0.885,0.641,1,-4.455,1,0.351,0.175,0,0.234,0.201,91.167,4,68
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy Kush",2017-12-16,2017,2018-01-27,2018,6,75,95,230520,0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043,4,67
"A$AP Rocky","L$D",2015-06-13,2015,2015-06-27,2015,3,62,98,238306,0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,4,76
"Carlos Vives & Shakira","La Bicicleta",2016-07-30,2016,2016-07-30,2016,1,95,95,229509,0.745,0.944,0,-3.959,1,0.134,0.21,1.48e-06,0.333,0.951,179.991,4,74
"J Balvin & Bad Bunny","La Cancion",2019-09-14,2019,2019-12-14,2019,8,84,100,242573,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,92
"Bad Bunny","La Dificil",2020-03-14,2020,2020-04-11,2020,5,33,100,163084,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4,79
"Bad Bunny","La Droga",2020-12-12,2020,2020-12-12,2020,1,94,94,162299,0.643,0.727,1,-5.506,1,0.0389,0.0439,0,0.123,0.295,90.019,4,72
"Bryce Vine Featuring YG","La La Land",2019-06-15,2019,2019-08-24,2019,11,75,98,177253,0.774,0.473,1,-5.122,0,0.0569,0.221,0,0.222,0.416,97.953,4,73
"Bryce Vine Featuring YG","La La Land",2019-06-15,2019,2019-08-24,2019,11,75,98,177253,0.774,0.473,1,-5.122,0,0.0569,0.221,0,0.222,0.416,97.953,4,74
"Farruko","La Toxica",2020-11-07,2020,2020-11-28,2020,4,95,100,180520,0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97,4,82
"Brett Young","Lady",2021-01-16,2021,2021-05-29,2021,19,52,98,193416,0.408,0.523,7,-8.001,1,0.0353,0.417,9.58e-06,0.0877,0.428,169.954,4,72
"Y2K & bbno$","Lalala",2019-07-13,2019,2019-12-07,2019,21,55,94,160626,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4,92
"Drake","Landed",2020-05-16,2020,2020-05-16,2020,1,39,39,152195,0.881,0.636,7,-4.629,1,0.287,0.00606,0,0.111,0.715,163.949,4,61
"Wham!","Last Christmas",2017-01-07,2017,2021-01-02,2021,18,9,50,267160,0.757,0.618,11,-7.964,0,0.0282,0.262,0,0.221,0.861,106.856,4,88
"Wham!","Last Christmas",2017-01-07,2017,2021-01-02,2021,18,9,50,267160,0.757,0.618,11,-7.964,0,0.0282,0.262,0,0.221,0.861,106.856,4,89
"Bebe Rexha","Last Hurrah",2019-04-06,2019,2019-04-06,2019,1,98,98,150333,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,4,76
"TakeOff","Last Memory",2018-11-10,2018,2018-11-17,2018,2,54,68,162132,0.854,0.708,1,-5.805,0,0.244,0.175,0,0.241,0.172,118.032,4,64
"Kip Moore","Last Shot",2018-11-24,2018,2019-01-19,2019,8,53,96,228480,0.487,0.859,4,-4.403,1,0.0488,0.00204,0,0.322,0.377,148.037,4,65
"Nipsey Hussle Featuring YG","Last Time That I Checc'd",2019-04-13,2019,2019-04-27,2019,3,76,92,225573,0.711,0.746,1,-4.224,1,0.253,0.0289,0,0.371,0.279,96.024,4,69
"Yo Gotti Featuring E-40","Law",2016-04-30,2016,2016-06-25,2016,9,79,100,257266,0.882,0.699,2,-5.572,1,0.249,0.0196,0,0.0469,0.42,145.008,4,57
"Rudimental Featuring Ed Sheeran","Lay It All On Me",2015-10-17,2015,2016-02-06,2016,16,48,96,242440,0.669,0.747,6,-7.108,1,0.0428,0.141,0,0.185,0.483,122.531,4,54
"Sam Smith","Lay Me Down",2015-02-21,2015,2015-07-04,2015,20,8,77,219535,0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125.319,4,78
"David Bowie","Lazarus",2016-01-30,2016,2016-01-30,2016,1,40,40,382386,0.66,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,4,62
"iLoveMemphis","Lean & Dabb",2016-02-06,2016,2016-02-06,2016,1,98,98,237053,0.795,0.646,8,-9.001,1,0.436,0.0192,0,0.278,0.619,80.027,4,43
"Major Lazer & DJ Snake Featuring MO","Lean On",2015-04-25,2015,2016-03-19,2016,48,4,100,176561,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,74
"Juice WRLD","Lean Wit Me",2018-08-18,2018,2018-10-06,2018,8,68,93,175755,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,4,86
"Kesha","Learn To Let Go",2017-08-19,2017,2017-08-19,2017,1,97,97,217546,0.515,0.847,5,-2.951,1,0.039,0.00369,6.66e-05,0.293,0.645,168.104,4,59
"Flipp Dinero","Leave Me Alone",2018-09-29,2018,2019-03-16,2019,25,20,98,195637,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,4,80
"NF","Leave Me Alone",2019-08-10,2019,2019-08-10,2019,1,85,85,308651,0.722,0.741,1,-3.72,1,0.19,0.249,0,0.151,0.46,162.11,4,75
"Offset Featuring Travis Scott & 21 Savage","Legacy",2019-03-09,2019,2019-03-09,2019,1,49,49,244941,0.844,0.513,1,-8.769,1,0.335,0.178,0,0.0845,0.344,128.085,4,73
"Drake","Legend",2015-02-28,2015,2015-05-16,2015,12,52,95,241853,0.715,0.561,1,-7.605,1,0.0721,0.024,0,0.0769,0.297,100.076,4,71
"Juice WRLD","Legends",2018-07-07,2018,2019-12-21,2019,3,29,94,191840,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,4,87
"Juice WRLD","Legends",2018-07-07,2018,2019-12-21,2019,3,29,94,191840,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,4,88
"Kelsea Ballerini","Legends",2017-12-16,2017,2018-03-03,2018,11,68,99,244466,0.577,0.727,4,-5.848,1,0.0319,0.0547,0,0.0891,0.24,112.041,4,61
"Lil Wayne","Let It All Work Out",2018-10-13,2018,2018-10-13,2018,1,75,75,316192,0.552,0.562,11,-6.862,1,0.164,0.0216,0,0.302,0.439,135.014,4,64
"Lil Wayne Featuring Travis Scott","Let It Fly",2018-10-13,2018,2018-10-20,2018,2,10,67,186872,0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89,4,66
"James Bay","Let It Go",2016-01-09,2016,2016-08-27,2016,34,16,98,260533,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4,75
"Summer Walker","Let It Go",2020-07-25,2020,2020-07-25,2020,1,84,84,191586,0.651,0.477,2,-6.775,1,0.0443,0.0796,0,0.1,0.217,112.668,4,56
"Kevin Gates","Let It Sing",2018-06-02,2018,2018-06-02,2018,1,82,82,195455,0.737,0.728,5,-5.498,0,0.402,0.0392,0,0.159,0.587,144.964,4,51
"Dean Martin","Let It Snow, Let It Snow, Let It Snow",2018-12-15,2018,2021-01-09,2021,14,8,49,117146,0.452,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.005,4,86
"Dean Martin","Let It Snow, Let It Snow, Let It Snow",2018-12-15,2018,2021-01-09,2021,14,8,49,117146,0.452,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.005,4,87
"Alec Benjamin Featuring Alessia Cara","Let Me Down Slowly",2019-01-26,2019,2019-05-04,2019,9,79,100,169353,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4,87
"Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt","Let Me Go",2017-09-30,2017,2018-03-03,2018,21,40,99,174800,0.663,0.708,8,-4.154,1,0.0473,0.0337,0,0.0841,0.742,103.073,4,82
"Juice WRLD","Let Me Know (I Wonder Why Freestyle)",2019-12-28,2019,2020-01-11,2020,3,78,94,215380,0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,4,85
"Ariana Grande Featuring Lil Wayne","Let Me Love You",2016-05-07,2016,2016-05-07,2016,1,99,99,223853,0.528,0.435,2,-8.363,1,0.129,0.0295,0,0.243,0.0781,102.704,3,71
"DJ Snake Featuring Justin Bieber","Let Me Love You",2016-08-27,2016,2017-04-08,2017,33,4,47,205946,0.652,0.713,8,-5.311,1,0.0368,0.0771,1.02e-05,0.144,0.152,100.023,4,82
"Cole Swindell","Let Me See Ya Girl",2015-08-22,2015,2015-12-19,2015,18,59,99,187586,0.523,0.834,6,-3.561,1,0.0281,0.254,0,0.393,0.445,92.99,4,60
"Zayn","Let Me",2018-04-28,2018,2018-04-28,2018,1,73,73,185373,0.46,0.566,9,-5.637,1,0.0516,0.239,5.93e-06,0.0967,0.19,168.419,4,73
"NF","Let You Down",2017-11-04,2017,2018-05-05,2018,27,12,87,212120,0.656,0.721,5,-5.665,0,0.122,0.298,0,0.173,0.468,148.066,4,84
"Prince And The Revolution","Let's Go Crazy",1984-08-04,1984,2016-05-14,2016,21,1,93,280000,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,4,62
"WhoHeem","Lets Link",2020-09-12,2020,2020-09-26,2020,3,86,96,159955,0.839,0.683,10,-9.232,0,0.165,0.00667,0,0.241,0.522,120.003,4,64
"Rod Wave","Letter From Houston",2020-08-22,2020,2020-08-22,2020,1,62,62,173923,0.681,0.572,11,-10.441,0,0.0708,0.131,0,0.181,0.758,156.066,4,66
"twenty one pilots","Level Of Concern",2020-04-25,2020,2020-07-04,2020,11,23,90,220051,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,4,75
"Ciara","Level Up",2018-08-04,2018,2018-09-08,2018,6,59,91,204150,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,4,70
"Nick Jonas","Levels",2015-09-12,2015,2015-11-28,2015,12,44,99,167693,0.432,0.656,5,-4.669,0,0.428,0.0488,0,0.256,0.66,199.232,4,60
"Lorde","Liability",2017-04-01,2017,2017-04-01,2017,1,78,78,171727,0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67,4,73
"Camila Cabello","Liar",2019-09-21,2019,2019-11-30,2019,11,52,72,207038,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,4,89
"Offset","Lick",2019-03-09,2019,2019-03-09,2019,1,86,86,204515,0.959,0.539,4,-6.611,0,0.0958,0.172,0,0.108,0.657,103,4,68
"NF","Lie",2018-08-04,2018,2018-12-22,2018,20,48,97,209213,0.753,0.66,5,-6.542,1,0.133,0.161,0,0.236,0.182,95.003,4,80
"Thomas Rhett","Life Changes",2018-07-07,2018,2018-10-06,2018,14,36,92,190226,0.687,0.842,7,-4.382,1,0.058,0.105,0,0.0436,0.778,87.968,4,67
"BTS","Life Goes On",2020-12-05,2020,2020-12-19,2020,3,1,93,207481,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,87
"BTS","Life Goes On",2020-12-05,2020,2020-12-19,2020,3,1,93,207481,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,87
"Lil Baby Featuring Gunna & Lil Uzi Vert","Life Goes On",2018-06-02,2018,2018-07-07,2018,6,74,92,247054,0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,4,74
"Justin Bieber","Life Is Worth Living",2015-12-05,2015,2015-12-12,2015,2,67,89,234786,0.416,0.301,10,-9.217,1,0.0619,0.915,0,0.111,0.494,75.922,4,65
"Juice WRLD, Clever & Post Malone","Life's A Mess II",2021-03-20,2021,2021-03-20,2021,1,97,97,206733,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,4,76
"Rich Gang Featuring Young Thug & Rich Homie Quan","Lifestyle",2014-08-02,2014,2015-01-17,2015,25,16,89,269693,0.718,0.67,1,-5.236,1,0.227,0.0144,0,0.0851,0.517,88.764,4,70
"CL","LIFTED",2016-10-22,2016,2016-10-22,2016,1,94,94,175401,0.369,0.702,0,-4.155,1,0.154,0.00148,0,0.217,0.285,180.947,4,54
"Luke Bryan","Light It Up",2017-09-16,2017,2018-01-13,2018,18,57,91,177305,0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,4,64
"Major Lazer Featuring Nyla & Fuse ODG","Light It Up",2016-04-02,2016,2016-08-13,2016,20,73,98,166138,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,4,70
"Marshmello, Tyga & Chris Brown","Light It Up",2019-05-11,2019,2019-05-11,2019,1,90,90,137448,0.81,0.625,11,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,4,72
"Young Thug","Light It Up",2019-08-31,2019,2019-08-31,2019,1,82,82,209253,0.953,0.515,10,-8.546,1,0.0846,0.00389,0,0.11,0.351,138.039,4,63
"Big Sean Featuring Jeremih","Light",2017-02-25,2017,2017-02-25,2017,1,97,97,210506,0.578,0.608,7,-5.997,0,0.0507,0.831,0,0.108,0.199,84.932,4,52
"Jason Aldean","Lights Come On",2016-04-23,2016,2016-09-03,2016,19,43,98,194506,0.567,0.839,6,-4.048,0,0.0698,0.0489,0,0.103,0.903,160.062,4,61
"MAX Featuring gnash","Lights Down Low",2017-10-28,2017,2018-04-28,2018,27,20,95,223846,0.623,0.493,5,-7.727,0,0.0338,0.0632,0,0.104,0.594,81.019,4,70
"Harry Styles","Lights Up",2019-10-26,2019,2019-12-28,2019,5,17,95,172213,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4,87
"Randy Houser","Like A Cowboy",2014-12-20,2014,2015-03-21,2015,14,62,98,262133,0.511,0.687,1,-4.328,1,0.0326,0.254,2.49e-06,0.108,0.172,139.995,4,55
"Kane Brown","Like A Rodeo",2019-07-27,2019,2019-07-27,2019,1,90,90,201730,0.67,0.661,3,-6.798,0,0.0466,0.704,0,0.217,0.425,119.985,4,70
"Eric Church","Like A Wrecking Ball",2015-04-11,2015,2015-09-05,2015,22,51,100,198906,0.691,0.336,0,-10.843,1,0.0392,0.35,0.000684,0.119,0.613,135.954,4,63
"Sam Smith","Like I Can",2015-07-11,2015,2015-08-15,2015,2,99,99,167065,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,4,73
"Brett Young","Like I Loved You",2017-10-14,2017,2018-02-17,2018,19,46,95,207186,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,4,67
"Giveon","Like I Want You",2021-02-27,2021,2021-03-27,2021,4,87,100,260776,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,3,79
"Zayn","Like I Would",2016-04-02,2016,2016-04-16,2016,3,55,93,192133,0.565,0.832,10,-5.732,0,0.114,0.0247,0,0.26,0.233,112.827,4,65
"Meghan Trainor Featuring John Legend","Like I'm Gonna Lose You",2015-07-25,2015,2016-04-16,2016,39,8,95,225053,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3,80
"Jonas Brothers","Like It's Christmas",2019-12-14,2019,2020-01-04,2020,4,44,72,200880,0.725,0.571,1,-6.007,1,0.102,0.0183,0,0.0519,0.61,146.035,4,84
"Kris Wu","Like That",2018-06-02,2018,2018-06-02,2018,1,73,73,228661,0.823,0.447,1,-10.562,0,0.126,0.775,1.48e-05,0.0931,0.413,110.059,4,47
"Young Thug","Lil Baby",2019-08-31,2019,2019-08-31,2019,1,84,84,149040,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,4,82
"Young Thug","Lil Baby",2019-08-31,2019,2019-08-31,2019,1,84,84,149040,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,4,82
"YoungBoy Never Broke Again","Lil Top",2020-03-07,2020,2020-03-14,2020,2,28,73,192000,0.778,0.662,8,-6.081,0,0.308,0.187,0,0.116,0.571,149.935,4,68
"J. Cole","Lion King On Ice",2020-08-08,2020,2020-08-15,2020,2,51,97,210586,0.732,0.663,6,-7.616,0,0.192,0.0819,0,0.115,0.227,139.964,4,70
"Meghan Trainor","Lips Are Movin",2014-11-08,2014,2015-05-23,2015,29,4,93,182666,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,4,68
"Chris Brown","Liquor",2015-09-12,2015,2016-01-16,2016,17,60,99,224906,0.686,0.342,5,-8.555,0,0.0447,0.0212,0,0.111,0.429,104.995,4,60
"Billie Eilish","Listen Before I Go",2019-04-13,2019,2019-04-13,2019,1,63,63,242652,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,3,82
"Chase Bryant","Little Bit Of You",2016-02-27,2016,2016-05-07,2016,11,71,99,186240,0.612,0.865,1,-4.277,1,0.0424,0.0639,0,0.0801,0.643,121.972,4,56
"Chris Brown","Little More (Royalty)",2016-01-09,2016,2016-01-09,2016,1,91,91,260453,0.632,0.516,6,-8.088,1,0.035,0.0195,0,0.139,0.328,133.71,4,55
"Prince","Little Red Corvette",1983-02-26,1983,2016-05-14,2016,24,6,86,188613,0.777,0.7,1,-11.045,1,0.0869,0.235,8.02e-06,0.836,0.802,122.94,4,61
"Miranda Lambert","Little Red Wagon",2015-02-28,2015,2015-05-09,2015,11,55,93,204386,0.584,0.813,6,-7.221,1,0.0582,0.0297,0.000197,0.272,0.774,95.081,4,56
"The Beach Boys","Little Saint Nick",2021-01-02,2021,2021-01-02,2021,1,47,47,118840,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,44
"Carrie Underwood","Little Toy Guns",2015-03-28,2015,2015-08-01,2015,18,47,99,210760,0.434,0.868,7,-1.208,1,0.0603,0.00407,1.98e-06,0.0919,0.204,161.886,4,54
"Meek Mill Featuring Tory Lanez","Litty",2016-11-19,2016,2016-12-10,2016,4,49,89,280615,0.592,0.701,10,-4.014,0,0.0858,0.0451,0,0.327,0.282,129.501,4,67
"Drake & Future","Live From The Gutter",2015-10-10,2015,2015-11-07,2015,5,74,93,211642,0.823,0.49,7,-8.391,1,0.429,0.0369,1.16e-06,0.0807,0.307,165.949,4,60
"Morgan Wallen","Livin' The Dream",2020-12-05,2020,2021-01-23,2021,2,74,83,239120,0.621,0.754,7,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,4,70
"Dierks Bentley","Living",2019-08-10,2019,2019-11-23,2019,16,51,96,222146,0.517,0.813,1,-6.325,1,0.0558,0.0153,0,0.106,0.444,83.005,4,71
"Lil Uzi Vert","Lo Mein",2020-03-21,2020,2020-04-04,2020,3,8,87,195299,0.855,0.676,1,-5.736,1,0.325,0.0888,0,0.144,0.509,133.082,4,68
"Khalid","Location",2017-01-28,2017,2017-11-18,2017,43,16,77,219080,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4,84
"R. City Featuring Adam Levine","Locked Away",2015-08-08,2015,2016-02-06,2016,27,6,85,227280,0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,5,67
